plot,Order,n,Richness,miu_mix,miu_mono,evenness_mix,evenness_mono,CorS_mono,NBE.F,SE,CE,CV.mix,CV.mono,CV.avg,CVS.mix,CVS.mono,phi.mix,phi.mono,AE.SpVar,SE.SpVar,AE.Syn,SE.Syn,NIIE,NIDE,NBE,NIDE.SpVar,NIDE.Syn,NIIE.Syn,NIIE.SpVar,Exp
B3A22,New,13,16,457.8721,143.9635,0.565325978,0.835285716,0.260685502,3.180473523,-0.416487962,2.596961485,0.534806288,0.342577467,0.900180465,0.985731333,0.564232808,0.54254772,0.607156235,0.592467038,0.154562413,0.026388067,-0.227887979,0.38056532,1.561125115,0.594110079,1.747029451,0.893588321,0.607156235,0.626799658,D
B3A22,Old,13,16,321.3417,60.0585,0.634184961,0.789488449,-0.003574295,5.350478284,-1.650669743,6.001148026,0.268243788,0.267857387,0.873264197,1.04528944,0.56068852,0.256621542,0.477729394,0.56645985,0.297836284,-0.845701591,0.134252398,0.306731214,1.001442562,0.307173693,1.864296133,0.537169253,0.477729394,0.642060584,D
B3A23,New,4,4,457.3353,224.806,0.521174333,0.924939654,0.823883935,2.0343554,0.50141486,0.53294054,0.732831875,0.711718168,0.749946342,0.929553513,0.757862235,0.788369754,0.939112856,0.048506387,0.178040431,-0.348112199,0.052844758,0.949025454,1.029665825,0.977179077,1.226546818,0.839483507,0.939112856,1.010555279,D
B3A23,Old,4,4,247.1887,101.1935,0.541860949,0.855424725,0.164543109,2.442732982,-1.986937941,3.429670923,0.507682297,0.314155538,0.655174187,0.96341835,0.481131381,0.526959339,0.652951669,0.078838908,0.923562908,-0.480252331,0.131568919,0.47949926,1.616022115,0.774881409,2.002401816,0.807041875,0.652951669,0.734356435,D
B3A24,New,15,16,676.4915,215.610125,0.380872381,0.814456078,0.631126414,3.137568331,0.577943898,1.559624433,0.334315484,0.592520493,0.933464151,0.49054029,0.697907377,0.681525026,0.848995888,-0.117790091,-0.179336854,-0.531028297,0.175423713,0.634754417,0.564226028,0.358144963,0.702873055,0.802742434,0.848995888,0.747653111,D
B3A24,Old,15,16,490.3383667,81.728075,0.245686445,0.787708454,0.090197226,5.999631909,-0.467216821,5.46684873,0.300775614,0.321290122,0.853170795,0.450133802,0.609641336,0.668191576,0.527014988,-0.439957228,0.178315628,-1.0797543,1.687273093,0.376583591,0.936149586,0.352538573,0.7383584,1.267879645,0.527014988,0.714559546,D
B4A02,New,11,16,293.239,205.145875,0.668272942,0.820448643,0.331358663,1.429416994,-0.014315671,0.443732665,0.599063837,0.449361214,0.728404045,1.371630067,0.609825789,0.436753212,0.736868172,1.225262536,0.023953703,-1.134568584,0.485880287,0.616912025,1.333145403,0.822433429,2.249216239,0.592715533,0.736868172,0.83720813,D
B4A02,Old,11,16,256.3536667,74.7521625,0.646313141,0.800926206,0.25737713,3.429381279,0.368166303,2.061214976,0.26274882,0.272229861,0.763149836,0.606343371,0.53213611,0.433333376,0.511579379,0.061362517,0.078089137,-0.641637561,0.359131473,0.356718757,0.965172664,0.344295193,1.139451654,0.847050123,0.511579379,0.697289163,D
B4A04,New,3,4,380.014,196.519,0.60696863,0.930504223,0.648565993,1.93372651,0.368711595,0.565014914,0.641917923,0.697354243,0.910622963,1.003034861,0.789681138,0.639975686,0.883083322,0.405151622,-0.134974569,-0.50799983,0.033198458,0.765799097,0.920504793,0.704921739,1.270177054,0.724705891,0.883083322,0.867187816,D
B4A04,Old,3,4,286.05,68.0369,0.129211652,0.6670201,-0.167018551,4.204336176,1.923650748,1.280685428,0.388959741,0.232267904,0.862579118,0.397484907,0.831836635,0.978552227,0.27922298,-0.321170904,-0.200988989,3.189796381,8.092107724,0.26927142,1.674616825,0.450926451,0.477840107,3.504554766,0.27922298,0.96435981,D
B4A06,New,8,8,184.8075,88.78425,0.539770122,0.832927681,0.269588417,2.081534732,0.557836603,0.523698129,0.3435571,0.614441605,1.029645651,0.714262082,0.785790153,0.480995853,0.781941086,-0.13250349,0.041476552,-1.076781084,0.455166683,0.596750547,0.559137104,0.333665372,0.908973062,0.615130554,0.781941086,0.763165612,D
B4A06,Old,8,8,185.3449,43.42425,0.605565909,0.738856364,-0.044283087,4.268234915,-7.34886461,10.61709952,0.479777529,0.287214334,0.832090519,0.580780833,0.581145876,0.826090501,0.49422072,-0.471155161,0.470527016,2.406544283,-0.612628196,0.345171982,1.670451204,0.576592953,0.999371856,1.671501148,0.49422072,0.698416654,D
B4A07,New,3,4,316.2287,123.2435,0.560496327,0.986148475,0.301044546,2.565885422,0.094671499,1.471213923,0.685529693,0.702153316,0.981671931,1.053053849,0.953443518,0.650992058,0.736439341,0.109949995,-0.005475708,-0.825094419,0.606501638,0.7152627,0.976324796,0.698328709,1.104474287,0.883972409,0.736439341,0.971244554,D
B4A07,Old,3,4,59.669,38.556,0.647918568,0.927959157,0.035330545,1.547593111,0.121751018,0.425842093,0.845056142,0.671999344,0.916073394,1.292801075,0.955154628,0.653662933,0.703550321,0.322501308,0.030997946,-0.521081262,0.384293097,0.733564962,1.257525248,0.922476461,1.353499253,0.929091941,0.703550321,1.042661683,D
B4A08,New,8,8,348.0059,192.532,0.788601031,0.872117149,0.354922704,1.807522386,-0.615889595,1.423411981,0.9765497,0.549061299,0.850770115,1.461431317,0.812174293,0.668214571,0.676038756,0.696141942,0.103264083,-0.177114965,0.154101764,0.645369753,1.778580465,1.147842035,1.799406025,0.988426426,0.676038756,0.954634253,D
B4A08,Old,8,8,148.8764,74.242825,0.621555597,0.797624276,-0.06498599,2.005263135,0.711384784,0.293878351,0.480027074,0.370206787,0.84164379,0.794757162,0.754952623,0.603992133,0.490370886,0.089181744,-0.036457192,0.594527183,-0.077430674,0.439861603,1.296645796,0.570344698,1.052724552,1.231704717,0.490370886,0.896997794,D
B4A10,New,6,8,385.633,118.30375,0.439403683,0.83454642,-0.008981801,3.259685344,1.425231975,0.834453368,0.341197383,0.338367756,0.914977678,0.789011031,0.73233364,0.432436771,0.462040438,0.365985896,-0.288593041,-1.988993982,1.864955967,0.369809848,1.008362579,0.372902412,1.077392855,0.935928408,0.462040438,0.80038416,D
B4A10,Old,6,8,322.6375,61.810275,0.230762764,0.679620323,-0.040220735,5.219803665,1.232151107,2.987652559,0.22002711,0.170011055,0.928045128,0.277492707,0.400138395,0.792911326,0.424880634,0.261514654,-0.568022826,0.632766542,1.849927886,0.183192659,1.294192962,0.23708665,0.693491828,1.866197854,0.424880634,0.431162648,D
B4A11,New,2,4,301.998,287.45,0.898473308,0.303621324,0.258207135,1.050610541,-2.384485549,2.43509609,0.776808469,0.427004882,1.318612183,0.944917961,0.500450352,0.822090913,0.853241245,-0.067142397,0.955277667,0.054816849,-0.126500468,0.323829013,1.819202783,0.589110642,1.88813527,0.963491765,0.853241245,0.379528081,D
B4A11,Old,2,4,225.18,128.1545,0.714205612,0.720812414,-0.679688848,1.757097878,0.010818837,0.746279041,0.369179739,0.215912093,0.665104314,0.732865213,0.486176738,0.503748482,0.444102064,0.511410134,-0.004005202,0.007049252,0.27960517,0.324628917,1.709861329,0.555070431,1.507404932,1.134307904,0.444102064,0.730978176,D
B4A14,New,2,2,186.0361333,128.322,0.063635186,0.036671428,0.853161359,1.449760239,-0.67108948,1.120849718,1.080857241,0.998903712,1.615710317,1.091355583,1.000167702,0.990380457,0.998736222,0.086698168,0.004474424,-0.01722879,0.000566108,0.618244311,1.082043472,0.668967221,1.091172591,0.991633662,0.998736222,0.619026623,D
B4A14,Old,2,2,90.373,49.0463,0.097107614,0.172186999,0.879032021,1.842605864,0.459311372,0.383294492,0.720575687,1.158155173,1.100436745,0.722882993,1.161303579,0.996808189,0.997288903,-0.378976886,0.001452358,-0.003824747,0.002860937,1.052450472,0.622175425,0.65480882,0.622475472,0.999517979,0.997288903,1.055311524,D
B4A15,New,2,2,121.514,122.741,0.970841695,0.905722014,-0.209719601,0.99000334,-0.226408887,0.216412228,0.685382345,0.605850391,0.856679936,1.33429362,0.86814571,0.513666808,0.697867172,0.55755569,-0.020609063,-0.283481452,-0.17474541,0.707207402,1.131273256,0.80004482,1.536946627,0.736052402,0.697867172,1.013383965,D
B4A15,Old,2,2,28.8505,36.072,0.337675043,0.99735409,0.815663918,0.799803171,-0.045460468,-0.15473636,1.265671869,0.767243069,0.802617807,1.349537629,0.80479777,0.937855931,0.953336475,0.718711457,-0.04184594,-0.115126758,0.082913881,0.955925799,1.649636106,1.576929714,1.676865517,0.983761721,0.953336475,1.002716066,D
B4A16,New,6,8,180.1801,113.5335,0.55749476,0.956614424,-0.019568838,1.587021452,0.221437509,0.365583943,0.354018873,0.468373489,0.914766218,0.608121851,0.876096245,0.582151213,0.534614196,-0.134637758,-0.171235479,-1.224264867,1.410008063,0.512014414,0.755847377,0.387004752,0.694126763,1.08891836,0.534614196,0.957726934,D
B4A16,Old,6,8,234.6413333,34.331875,0.758342814,0.76284694,0.204639514,6.834503893,-7.571579683,13.40608358,0.330458074,0.50531962,0.900840808,0.669905815,0.692114451,0.49329035,0.730109911,-0.119040262,0.086952165,-0.198085151,-0.345427494,0.560942195,0.653958526,0.366832931,0.967911903,0.675638479,0.730109911,0.768298288,D
B4A18,New,10,16,315.2735333,120.933,0.726544959,0.969446145,0.518373133,2.607009942,0.315355281,1.291654662,1.108042152,0.739457626,0.95841889,1.292251122,0.948534387,0.857451105,0.779579145,0.100386047,0.261980084,-0.211134269,0.420891712,0.771539078,1.498452531,1.156114684,1.362366131,1.099889742,0.779579145,0.989686656,D
B4A18,Old,10,16,116.7791,42.8495125,0.70999227,0.888187156,-0.03032202,2.725330889,-1.058648236,2.783979125,0.482377976,0.199363912,0.85950506,0.823103428,0.681616089,0.586047828,0.292487099,0.136475701,0.071100589,1.312419535,1.702276719,0.231951994,2.419585223,0.561227617,1.207576289,2.003670695,0.292487099,0.793033248,D
B4A20,New,12,16,596.557,194.77575,0.72228059,0.849903614,0.434382613,3.062788874,-0.80251408,2.865302954,0.50153268,0.70598666,1.223209555,1.119204183,0.951239673,0.448115444,0.742175373,0.130160862,0.04641347,-0.587421226,-0.04802068,0.577159209,0.710399656,0.410013703,1.176574332,0.603786464,0.742175373,0.777658799,D
B4A20,Old,12,16,434.746,63.7150875,0.571157887,0.765717848,-0.023789941,6.823281848,-3.320575009,9.143856857,0.285308163,0.169580554,0.962624574,0.872237956,0.617058955,0.327099,0.274820668,0.040622423,0.37291829,-1.891849648,2.308490135,0.176164788,1.682434427,0.296385705,1.413540714,1.190227074,0.274820668,0.641017248,D
B4A21,New,2,2,910.8,702.109,0.313479904,0.770067249,0.077090134,1.297234475,0.344530149,-0.047295674,0.661380974,0.358330022,0.546843563,0.763618091,0.466858574,0.866114857,0.767534414,0.741108201,-0.105456348,0.008645306,0.264726595,0.655269708,1.845731403,1.209451878,1.635651854,1.128437815,0.767534414,0.853733326,D
B4A21,Old,2,2,613.06,263.6203,0,0.763161097,-0.639626644,2.325541698,0.83165798,0.493883718,0.253572879,0.243276603,0.831387739,0.253572879,0.573106517,1,0.424487588,-0.198691866,-0.358854818,0,4.549706411,0.292615096,1.04232333,0.304999541,0.442453316,2.355781486,0.424487588,0.689337225,D
B4A22,New,2,4,515.614,385.5675,0.536395974,0.774134632,0.126724628,1.337285949,0.217971777,0.119314172,0.370013462,0.541195533,0.599057979,0.435666976,0.633942486,0.849303441,0.85369816,-0.334057444,0.021291674,-0.053254083,0.042984863,0.903410943,0.683696444,0.617658849,0.68723423,0.99485214,0.85369816,1.058232272,D
B4A22,Old,2,4,250.872,103.8646,0.648056557,0.341972845,-0.438306856,2.415375402,-1.804250217,3.219625619,0.306924904,0.334995457,0.996332664,0.355698911,0.468884342,0.86287839,0.714452215,-0.504684334,0.263291265,0.178088274,0.280567487,0.336228519,0.91620617,0.308054644,0.758606931,1.207748219,0.714452215,0.470610228,D
