Richness,plot,Order,SPEI_mean,Driest,NBE,NIIE,NIIE.Syn,NIIE.SpVar,NIDE,NIDE.SpVar,NIDE.Syn
16,B3A16,14,-0.40832675,-1.549352083,0.350134442,0.083946646,0.03410473,0.098473899,0.557359413,0.041239992,0.489546317
16,B3A16,15,-0.071427333,-0.440715583,0.315386982,0.020632313,-0.040147285,0.093217786,0.812889235,-0.044218264,0.863166226
16,B3A22,1,0.518395017,-0.623814083,0.2219889,-0.016651969,0.021458612,-0.027443844,0.344357386,0.195536131,0.134857174
16,B3A22,2,0.481813883,-0.623814083,0.189857387,0.117977968,0.092730165,0.072040792,0.068687201,-0.072285879,0.070294163
16,B3A22,3,0.201212317,-0.623814083,0.389421693,-0.166885572,-0.177744631,0.002691115,1.324517841,0.177368218,0.775230018
16,B3A22,4,0.1530159,-0.623814083,0.111617746,-0.139259987,-0.125533848,-0.043148408,0.559270707,-0.066552765,0.48645078
16,B3A22,5,0.469598267,-0.623814083,0.075665539,-0.13689241,-0.134542388,-0.035074324,0.508161622,-0.146534581,0.558645529
16,B3A22,6,0.484303917,-0.550285833,0.339871746,-0.091304897,-0.093562299,-0.015512836,1.096051974,0.148280273,0.696422939
16,B3A22,7,0.102059667,-0.550285833,0.314347142,-0.138151661,-0.118441053,-0.092249884,1.465636172,0.374507916,0.712221851
16,B3A22,8,0.1212659,-0.550285833,0.031395538,-0.178379188,-0.162940094,-0.134154147,0.831562651,0.267079724,0.406581423
16,B3A22,9,-0.23300125,-1.2581535,-0.16984742,0.002161479,0.044642716,-0.057823897,-0.538671709,0.141090701,-0.497657731
16,B3A22,10,-0.753896933,-1.549352083,-0.041566317,0.145528509,0.206486521,-0.021299475,-0.471188667,-0.012721229,-0.377835601
16,B3A22,11,-0.66072695,-1.549352083,-0.105175421,0.106305136,0.2023216,-0.076574887,-0.560857013,0.002831859,-0.461995577
16,B3A22,12,-0.659007883,-1.549352083,-0.122383683,0.046728699,0.124018161,-0.090686255,-0.524381116,-0.035061086,-0.409155705
16,B3A22,13,-0.63677245,-1.549352083,-0.105675746,-0.052716179,-0.013072055,-0.116318651,-0.242415872,0.312953203,-0.358524894
16,B3A22,14,-0.40832675,-1.549352083,-0.068791548,-0.015997133,0.025639606,-0.097248529,-0.2329162,0.253362096,-0.323370333
16,B3A22,15,-0.071427333,-0.440715583,-0.065348038,-0.006775932,0.037400113,-0.099690376,-0.24752613,0.845639321,-0.549231963
16,B3A24,1,0.518395017,-0.623814083,-0.067003265,0.041536582,0.136440224,-0.07712878,-0.127463245,0.187155066,-0.145399622
16,B3A24,2,0.481813883,-0.623814083,0.009458316,0.161444464,0.215048727,-0.00899779,-0.220141253,0.109369733,-0.215467684
16,B3A24,3,0.201212317,-0.623814083,0.073729545,-0.113164424,-0.115494111,0.004165476,0.322697569,0.357441661,0.016141305
16,B3A24,4,0.1530159,-0.623814083,-0.021685913,-0.068555607,-0.057602823,-0.010999041,0.003393307,0.249493169,-0.141753775
16,B3A24,5,0.469598267,-0.623814083,-0.219318894,-0.154430588,-0.173126241,-0.003492782,-0.323788132,0.052995308,-0.291258793
16,B3A24,6,0.484303917,-0.550285833,-0.200891222,-0.232324808,-0.249502001,-0.076841787,0.01600229,0.036994273,-0.016973829
16,B3A24,7,0.102059667,-0.550285833,-0.24627696,-0.183637394,-0.200706515,-0.055558632,-0.363547908,-0.44363021,0.054293868
