block,plot,n,Order,T_mean,SPEI_mean,P_mean,Driest,miu_mix,miu_mono,evenness_mix,evenness_mono,CorS_mono,cov.mono,NBE.F,SE,CE,CV.mix,CV.mono,CV.avg,CVS.mix,CVS.mono,phi.mix,phi.mono,AE.SpVar,SE.SpVar,AE.Syn,SE.Syn,Richness,NIIE,NIDE,NBE,NIDE.SpVar,NIDE.Syn,NIIE.Syn,NIIE.SpVar
B2,B2A06,4,2,9.743528589,0.481813883,543.3,-0.623814083,557.8325,164.443175,0.771284392,0.920512326,0.683147816,-0.543553196,3.392250849,0.462938185,1.929312664,0.499321255,0.561983731,0.659902049,0.866737073,0.6499858,0.576093108,0.864609244,0.294936712,0.038534071,-0.527355901,-0.028682292,4,0.85161689,0.888497704,0.756659651,1.333470783,0.666304591,0.864609244,0.984973149
B2,B2A06,4,3,9.733660157,0.201212317,553.4,-0.623814083,584.1568333,120.13755,0.714246518,0.923839168,0.392487478,0.283639957,4.862400085,0.894870298,2.967529786,0.426631629,0.475754741,0.643544478,0.742670656,0.650627358,0.57445602,0.731224617,0.070101508,0.071367024,-0.383249894,0.000430063,4,0.739272509,0.896746985,0.662940393,1.141468532,0.785608152,0.731224617,1.011006046
B2,B2A06,4,4,9.519113581,0.1530159,594.28,-0.623814083,586.7888333,118.92255,0.710786744,0.941235844,0.477944754,1.868693953,4.934209982,0.801755368,3.132454615,0.419177143,0.472393449,0.629506563,0.727051812,0.676647175,0.576543702,0.698138507,-0.024699282,0.099191038,-0.379154733,0.061149871,4,0.750418624,0.887347494,0.665882085,1.074491756,0.825829969,0.698138507,1.074885022
B2,B2A06,4,5,9.507727826,0.469598267,593.18,-0.623814083,441.9643333,98.1093,0.753257814,0.892324708,0.625897588,0.655699002,4.504815887,0.555253058,2.949562829,0.427637127,0.522675,0.593373964,0.631030362,0.613424021,0.677680747,0.852061514,0.012277426,0.016424322,-0.200750846,-0.166679439,4,0.880852601,0.818170235,0.720687379,1.028701747,0.795342515,0.852061514,1.033789916
B2,B2A06,4,6,9.336048779,0.484303917,549.74,-0.550285833,333.5583333,86.2123,0.831525585,0.878239393,0.405344146,0.618079174,3.869034156,0.246539712,2.622494443,0.41472681,0.485751449,0.600323398,0.667585313,0.621831205,0.621234173,0.78116287,0.102961594,-0.029381968,-0.137649684,-0.229898431,4,0.809149619,0.85378399,0.69083899,1.073579626,0.795268436,0.78116287,1.035827035
B2,B2A06,4,7,9.195238759,0.102059667,540.84,-0.550285833,298.8733333,90.397,0.868232547,0.871029309,0.359423437,0.170146541,3.306230664,0.000366922,2.305863742,0.317112079,0.408393672,0.538446634,0.664000792,0.544093277,0.477577863,0.750594961,0.280819421,-0.060438984,-0.344674621,-0.250491278,4,0.758466385,0.77648627,0.588938735,1.220380437,0.636265747,0.750594961,1.010486914
B2,B2A06,4,8,9.413262924,0.1212659,533.94,-0.550285833,297.2852,98.720825,0.871839055,0.854345902,0.535200433,-1.094361033,3.011372727,-0.20885905,2.220231777,0.311706246,0.389037862,0.513387739,0.644364679,0.480131503,0.48374198,0.810273559,0.364201631,-0.022142892,-0.50809135,-0.135486881,4,0.75778565,0.801223419,0.607155609,1.342058739,0.597010694,0.810273559,0.935221989
B2,B2A06,4,9,9.874044512,-0.23300125,489.06,-1.2581535,280.3822,79.151825,0.877751624,0.889523464,0.525678038,-0.033391107,3.542333989,0.048289256,2.494044733,0.316983183,0.342636386,0.440437489,0.673486786,0.439171905,0.470659839,0.780187399,0.579470823,-0.045932864,-0.636623685,0.000552481,4,0.777945553,0.92512995,0.71970073,1.533537959,0.603265113,0.780187399,0.997126529
B2,B2A06,4,10,9.902422496,-0.753896933,465.3,-1.549352083,264.3872,70.999325,0.842661341,0.932855661,0.569823646,1.826039748,3.723798783,0.369652185,2.354146598,0.406711697,0.512427147,0.497840489,0.701775478,0.574997831,0.579546749,0.891181008,0.247220649,-0.026736953,-0.523806023,-0.053286753,4,1.029299863,0.793696626,0.816951828,1.220483696,0.650313174,0.891181008,1.154984065
B2,B2A06,4,11,10.07977113,-0.66072695,479.18,-1.549352083,288.7412,62.682825,0.805828368,0.978159899,0.451388223,0.024844362,4.606384604,0.494669395,3.111715209,0.333357004,0.560787686,0.667326013,0.612674481,0.668515065,0.544101337,0.83885572,-0.097842311,0.014313029,-0.874500214,0.295212356,4,0.840350405,0.594444231,0.49954145,0.916470718,0.648623266,0.83885572,1.001781814
B2,B2A06,4,12,10.40158828,-0.659007883,433.66,-1.549352083,247.4942,55.853825,0.809837484,0.981057164,0.519062239,-0.059442506,4.431105658,0.438959711,2.992145948,0.438996388,0.691236933,0.822042817,0.733966404,0.818850063,0.598115098,0.844155681,-0.166577146,0.062915117,-0.721948179,0.223972129,4,0.840877042,0.635088155,0.534031049,0.896337971,0.708536484,0.844155681,0.996116073
B2,B2A06,4,13,10.44274379,-0.63677245,405.7,-1.549352083,203.846,41.2805,0.803111603,0.964372542,0.114131241,-0.866973433,4.938070033,-0.593064865,4.531134898,0.359497971,0.332043921,0.645079984,0.819590798,0.582073957,0.438631049,0.570449712,0.280222619,0.127830064,-0.821506077,0.412746351,4,0.514732947,1.082681982,0.557292088,1.408052684,0.768921501,0.570449712,0.902328349
B2,B2A06,4,14,10.50580274,-0.40832675,433.38,-1.549352083,201.802,38.7782,0.779222746,0.942954489,0.028381753,-0.817213793,5.204006375,-0.684905483,4.888911858,0.353523248,0.296893086,0.689423466,0.900445205,0.62620131,0.392609396,0.474117638,0.340477023,0.097471429,-0.078232697,-0.236043611,4,0.430639659,1.190742611,0.512780992,1.437948452,0.828084351,0.474117638,0.908297065
B2,B2A06,4,15,10.3969538,-0.071427333,478.2,-0.440715583,200.694,56.4707,0.797387215,0.91640874,0.307850033,1.297180019,3.553949216,-0.119514268,2.673463484,0.361540411,0.594030439,0.717250358,0.966031177,0.78616291,0.374253357,0.755607307,0.144776066,0.084016548,-0.52792764,-0.226748883,4,0.828205148,0.608622702,0.504064455,1.228792614,0.4953014,0.755607307,1.096078798
B2,B2A09,4,1,9.781826021,0.518395017,524.6,-0.623814083,230.6358333,151.1775313,0.718999547,0.828248132,-0.051730561,0.099161481,1.525595976,-0.128145884,0.65374186,0.640455237,0.339967571,0.805429517,1.132637494,0.807397299,0.565454738,0.421066025,0.503731496,-0.100906027,-0.05374233,0.857155739,4,0.422094751,1.883871557,0.795172295,1.402825469,1.342912286,0.421066025,1.002443146
B2,B2A09,4,2,9.743528589,0.481813883,543.3,-0.623814083,223.5951667,109.6622938,0.863741999,0.819956112,-0.052439443,0.406995739,2.038943004,-0.921684646,1.96062765,0.62005015,0.449955611,0.859622032,0.987234591,0.870756098,0.62806769,0.51674127,0.149105582,-0.01533851,0.509031928,-0.031739031,4,0.523434248,1.378025151,0.721305558,1.133767072,1.215439384,0.51674127,1.012952281
B2,B2A09,4,3,9.733660157,0.201212317,553.4,-0.623814083,218.0845,86.8333375,0.837242318,0.769299343,-0.020433696,-0.360977095,2.51152963,-0.618773495,2.130303125,0.615429082,0.525161165,0.747185442,0.760393045,0.734714065,0.809356537,0.714783056,0.033638067,0.001312918,0.305269519,-0.023141891,4,0.702852512,1.171886123,0.823663105,1.034950984,1.132310747,0.714783056,0.98330886
B2,B2A09,4,4,9.519113581,0.1530159,594.28,-0.623814083,293.0968333,91.8549625,0.77189489,0.774774245,-0.041254698,-3.10959305,3.190865527,-0.694871386,2.885736913,0.383881858,0.546898284,0.857166672,0.51509244,0.75560679,0.745267895,0.723786884,-0.347893486,0.029587254,0.05066672,0.009571382,4,0.638030271,0.701925512,0.447849725,0.681693768,1.02967864,0.723786884,0.881516763
B2,B2A09,4,5,9.507727826,0.469598267,593.18,-0.623814083,325.3578333,84.1355125,0.757629351,0.759069131,0.124551552,-4.297047287,3.867069014,-0.642530444,3.509599458,0.181912508,0.578527801,0.805408677,0.369201265,0.652189882,0.49271908,0.887054242,-0.3963478,-0.037557454,-0.605600846,-0.085868439,4,0.718303413,0.314440391,0.225863606,0.566094746,0.555455413,0.887054242,0.809762671
B2,B2A09,4,6,9.336048779,0.484303917,549.74,-0.550285833,333.5826667,86.1807625,0.801701928,0.803170827,0.05447599,-6.583523676,3.870732365,-0.697271359,3.568003724,0.163987378,0.59486162,0.972519312,0.48005371,0.743343212,0.341602147,0.800251634,-0.305061057,-0.04913536,-0.760518249,-0.057265107,4,0.611670753,0.275673152,0.168621204,0.645803583,0.426868415,0.800251634,0.764348022
B2,B2A09,4,7,9.195238759,0.102059667,540.84,-0.550285833,304.1404333,98.906,0.778568916,0.802344267,-0.097436802,-13.01057821,3.075045329,-0.431079666,2.506124995,0.245958359,0.405277636,0.997486052,0.539763868,0.602851403,0.455677703,0.672267883,-0.060253389,-0.044395178,-0.697114846,0.156556988,4,0.406299051,0.606888555,0.246578244,0.895351434,0.677821616,0.672267883,0.604370759
B2,B2A09,4,8,9.413262924,0.1212659,533.94,-0.550285833,295.5009,107.2563525,0.785798564,0.775878894,-0.112596266,-15.44116186,2.755089961,-1.376720099,3.13181006,0.265884438,0.276604693,0.961027853,0.694531315,0.529132823,0.382825701,0.522750963,0.206633128,0.105950942,-0.466262743,0.002568539,4,0.287821723,0.961243408,0.276666734,1.312584071,0.732329022,0.522750963,0.550590518
B2,B2A09,4,9,9.874044512,-0.23300125,489.06,-1.2581535,235.6519,85.5268525,0.797419124,0.807741579,0.070724524,-6.264323223,2.755297233,-0.376062884,2.131360116,0.335943171,0.469211748,0.852618335,0.766669667,0.63288653,0.43818503,0.741383685,0.045398568,0.165987093,-0.716093565,0.065418047,4,0.550318623,0.715973487,0.394013543,1.211385661,0.591036785,0.741383685,0.742285855
B2,B2A09,4,10,9.902422496,-0.753896933,465.3,-1.549352083,197.0759,77.8918525,0.814442295,0.815363931,-0.003804942,-2.755504767,2.530122133,-0.056980362,1.587102495,0.501878248,0.584175329,0.880950406,0.9013772,0.774822306,0.556790484,0.753947485,0.00750049,0.155833597,-0.458545985,0.003928757,4,0.663119428,0.859122634,0.56970091,1.163334087,0.738500354,0.753947485,0.879529995
B2,B2A09,4,11,10.07977113,-0.66072695,479.18,-1.549352083,158.7239,57.0583525,0.814157972,0.802585444,-0.088497025,-4.114676137,2.781782036,-0.226330894,2.00811293,0.438881587,0.542539505,1.118708072,0.732929568,0.902367644,0.598804587,0.601239981,-0.664101866,0.476331308,-0.258913234,0.250828404,4,0.484969688,0.80893941,0.392311094,0.812229442,0.995949381,0.601239981,0.806615833
B2,B2A09,4,12,10.40158828,-0.659007883,433.66,-1.549352083,165.3878,49.2413525,0.779198425,0.603581506,-0.18305081,-6.598930501,3.358717655,-49.39005563,51.74877329,0.465495148,0.487434997,1.056140814,0.709088178,0.654104913,0.656470044,0.745193909,-0.980877579,1.064936366,0.044820195,-0.26876746,4,0.461524629,0.954989179,0.440751027,1.084058786,0.880938554,0.745193909,0.619334945
B2,B2A09,4,13,10.44274379,-0.63677245,405.7,-1.549352083,127.975,40.2075,0.784179367,0.553530358,-0.153436473,-7.119503473,3.182863894,-49.77459706,51.95746095,0.545386956,0.226291187,0.964131388,0.807624933,0.432924264,0.675297324,0.522703868,-1.073589232,1.939100132,0.663227859,0.005857818,4,0.234709906,2.410111338,0.565677006,1.865510899,1.291930988,0.522703868,0.44903036
B2,B2A09,4,14,10.50580274,-0.40832675,433.38,-1.549352083,117.5,41.91265,0.787406305,0.630420499,-0.191444278,-6.134457549,2.803449555,-10.30817185,12.11162141,0.645427813,0.165210596,1.00189333,0.923666521,0.562804591,0.69876714,0.293548772,-0.545129097,1.186314218,1.597533817,3.068829435,4,0.164898389,3.906697434,0.644208115,1.641185122,2.380412412,0.293548772,0.56174103
B2,B2A09,4,15,10.3969538,-0.071427333,478.2,-0.440715583,113.533,60.20015,0.758292133,0.696880466,-0.09289443,-2.375759588,1.885925533,-3.469501985,4.355427518,0.691725922,0.657143208,0.913458804,0.907385405,0.795065764,0.762328684,0.826526859,-0.239848992,0.381119874,-0.26607592,0.116764456,4,0.719401034,1.05262584,0.757260118,1.141270881,0.922327781,0.826526859,0.870390389
B2,B2A10,14,1,9.781826021,0.518395017,524.6,-0.623814083,359.5494439,256.8908047,0.626388643,0.93848383,0.431587477,-1.68826444,1.39961975,0.142139888,0.257479862,0.464539723,0.383680099,0.592465382,0.926718759,0.507030491,0.501273681,0.756719972,0.885861468,-0.058123739,-0.851779801,0.290592728,16,0.647599186,1.210747506,0.7840791,1.827737729,0.662429564,0.756719972,0.855797667
B2,B2A10,14,2,9.743528589,0.481813883,543.3,-0.623814083,311.1961439,203.9360078,0.702219301,0.932016411,0.528218351,-1.446478949,1.525949965,-0.040936845,0.56688681,0.407247832,0.464614478,0.667299473,0.942436762,0.575092969,0.432122184,0.807894555,0.697784123,-0.05902863,-0.687597179,-0.026312106,16,0.69626082,0.876528501,0.610292452,1.638755493,0.534874485,0.807894555,0.861821404
B2,B2A10,14,3,9.733660157,0.201212317,553.4,-0.623814083,290.2542,156.3815344,0.687644913,0.909775719,0.313354353,-1.267655788,1.856064408,-0.26548911,1.121553518,0.332024925,0.276215735,0.579194609,0.658534728,0.473814359,0.504187419,0.582961933,0.332893303,0.056964804,-0.651981699,0.399985174,16,0.476896246,1.202049279,0.573252788,1.389858107,0.864871941,0.582961933,0.818057267
B2,B2A10,14,4,9.519113581,0.1530159,594.28,-0.623814083,339.3580333,150.6666594,0.702932442,0.907809843,0.243806264,-1.327235474,2.252376436,0.042793438,1.209582998,0.228939486,0.291432531,0.653905613,0.61046939,0.539387502,0.375022057,0.540302714,0.127016094,0.004766507,-0.527279148,0.009048673,16,0.445679813,0.785565994,0.350110905,1.131782601,0.694096193,0.540302714,0.82487058
B2,B2A10,14,5,9.507727826,0.469598267,593.18,-0.623814083,373.6435333,135.1145469,0.698362092,0.889418453,0.274934533,-1.507973903,2.765383461,0.443207922,1.322175539,0.098295256,0.297600018,0.741092065,0.638496416,0.59600287,0.153948016,0.499326484,0.188478712,-0.117181159,-0.602210258,-0.302733862,16,0.401569565,0.330293181,0.132635689,1.071297553,0.308311337,0.499326484,0.804222443
B2,B2A10,14,6,9.336048779,0.484303917,549.74,-0.550285833,359.9125333,121.6032656,0.691316617,0.856758614,-0.013271696,-1.508145028,2.959727533,0.550284638,1.409442894,0.127090493,0.117225358,0.668728684,0.640156803,0.507500404,0.198530254,0.230985743,0.334747592,-0.073355881,-1.603759221,1.342484645,16,0.175295842,1.084155296,0.190047916,1.261391711,0.859491375,0.230985743,0.758903298
B2,B2A10,14,7,9.195238759,0.102059667,540.84,-0.550285833,354.9963333,120.30275,0.681921148,0.866503055,-0.028113582,-1.190664499,2.950858009,0.824879795,1.125978213,0.148979859,0.136640986,0.63073506,0.629706433,0.502071015,0.236586211,0.272154699,0.465666501,-0.211448644,-0.639831116,0.395527218,16,0.216637689,1.090301403,0.236200377,1.254217857,0.86930783,0.272154699,0.796009365
B2,B2A10,14,8,9.413262924,0.1212659,533.94,-0.550285833,331.849,118.72413,0.693586811,0.891533241,-0.039219244,-1.467559299,2.79512682,0.91272606,0.882400761,0.194335362,0.140828769,0.675148498,0.616128692,0.514454367,0.315413589,0.273743947,0.449135213,-0.251499947,-0.545640421,0.873254201,16,0.208589324,1.379940789,0.287840916,1.197635266,1.152221238,0.273743947,0.761986983
B2,B2A10,14,9,9.874044512,-0.23300125,489.06,-1.2581535,291.9835,104.3945675,0.640961601,0.88839409,0.057165743,-0.918434444,2.796922359,0.94717243,0.849749929,0.222187893,0.258342052,0.655583647,0.624515941,0.541213254,0.355776176,0.477338739,0.332076495,-0.178158079,-1.131997022,0.687517871,16,0.39406421,0.860053141,0.338916161,1.153918416,0.74533271,0.477338739,0.825544164
B2,B2A10,14,10,9.902422496,-0.753896933,465.3,-1.549352083,276.7895,95.66413,0.609585755,0.899606197,0.139294463,-1.187191533,2.893346754,1.022150363,0.871196391,0.150432993,0.320859407,0.759165838,0.648886371,0.597835881,0.231832568,0.536701488,0.222464759,-0.137072612,-1.791836541,0.978424362,16,0.42264732,0.468843955,0.198155641,1.085392147,0.431958124,0.536701488,0.787490495
B2,B2A10,14,11,10.07977113,-0.66072695,479.18,-1.549352083,270.2095,89.4575675,0.61110258,0.893203448,0.093070487,-1.674169537,3.020532612,0.740969449,1.279563162,0.138018579,0.25051027,0.818741389,0.665617877,0.57545058,0.207354075,0.435328903,0.207582711,-0.050892805,-1.875924598,1.102801427,16,0.30596996,0.550949784,0.168574083,1.156689906,0.476315892,0.435328903,0.702847795
B2,B2A10,14,12,10.40158828,-0.659007883,433.66,-1.549352083,276.7405,83.5703175,0.55971512,0.865776851,0.046885849,-2.10909488,3.311468812,-18.59061349,20.9020823,0.157161736,0.28396541,0.91282412,0.682744335,0.584738332,0.230191197,0.485628177,0.190426187,-0.022819587,-1.326628238,0.551310955,16,0.311084473,0.553453801,0.172170884,1.167606599,0.474007085,0.485628177,0.640581597
B2,B2A10,14,13,10.44274379,-0.63677245,405.7,-1.549352083,286.9765,76.1370625,0.477228171,0.820248692,0.055743847,-2.241909902,3.769208984,-21.72668933,24.49589831,0.157341568,0.223197597,0.780563865,0.526550573,0.397769629,0.298815681,0.561122774,0.275268995,0.048488616,-0.710809914,-0.005600044,16,0.285944056,0.704942929,0.20157424,1.32375761,0.532531729,0.561122774,0.509592676
B2,B2A10,14,14,10.50580274,-0.40832675,433.38,-1.549352083,289.188,76.1507875,0.445463513,0.820953763,0.049344304,-2.276093634,3.797570708,-5.708516721,8.506087429,0.140351463,0.222986623,0.810971667,0.452007768,0.422410784,0.31050675,0.52789046,0.079153768,-0.009086939,-0.607947682,-0.046069553,16,0.274962285,0.629416515,0.173065803,1.070066828,0.588202997,0.52789046,0.520869965
B2,B2A10,14,15,10.3969538,-0.071427333,478.2,-0.440715583,285.761,80.0191625,0.436042472,0.835983025,0.038787427,-1.807361426,3.571157096,-1.005730456,3.576887552,0.136182695,0.212018818,0.779998692,0.507556957,0.486372793,0.268310173,0.435918336,0.466845445,-0.423290042,-0.708212912,0.087060045,16,0.271819454,0.642314186,0.174593491,1.043555404,0.615505591,0.435918336,0.623555909
B2,B2A12,7,1,9.781826021,0.518395017,524.6,-0.623814083,466.3551002,324.5156875,0.551723656,0.972850126,0.411016529,0.996534659,1.437080296,0.236567059,0.200513237,0.530600804,0.353202582,0.496970165,0.888921314,0.515395185,0.596904131,0.685304389,0.566773864,0.157963464,-1.204627128,0.963278316,8,0.710711844,1.5022563,1.067671345,1.724737328,0.871005848,0.685304389,1.0370747
B2,B2A12,7,2,9.743528589,0.481813883,543.3,-0.623814083,394.0364336,262.78675,0.643077284,0.983491393,0.752088012,0.478326301,1.499453201,0.066603944,0.432849257,0.62079651,0.504040049,0.560833321,1.028113172,0.571754563,0.603821181,0.881567164,0.701076099,0.097096121,-0.689521822,0.158665507,8,0.898734134,1.231641238,1.106918021,1.79817222,0.684940644,0.881567164,1.019473241
B2,B2A12,7,3,9.733660157,0.201212317,553.4,-0.623814083,292.4083333,194.3826875,0.695863701,0.982919745,0.403700569,-0.274373639,1.50429206,0.04807485,0.45621721,0.407718891,0.363259844,0.518488324,0.655630337,0.510019248,0.621873131,0.712247324,0.536827917,-0.251326752,-0.368516144,0.130844253,8,0.700613355,1.122389103,0.786360795,1.285501166,0.87311403,0.712247324,0.98366583
B2,B2A12,7,4,9.519113581,0.1530159,594.28,-0.623814083,300.685,187.057125,0.689049337,0.961584906,0.297765332,-1.603534655,1.607450131,0.075089375,0.532360756,0.386451359,0.347081106,0.58975383,0.552855942,0.538319232,0.699009143,0.644749593,0.261164162,-0.234160278,0.019237013,0.156157232,8,0.588518613,1.113432428,0.655275708,1.027003883,1.084156006,0.644749593,0.912786327
B2,B2A12,7,5,9.507727826,0.469598267,593.18,-0.623814083,317.605,173.547625,0.707246057,0.945768506,0.09942636,-0.910962074,1.830074022,0.159322935,0.670751086,0.322082537,0.281541938,0.505110024,0.52686473,0.473615658,0.611319222,0.594452345,0.318819119,-0.20638814,-0.436271819,0.49382451,8,0.557387351,1.143994883,0.637648278,1.112430979,1.028373809,0.594452345,0.937648503
B2,B2A12,7,6,9.336048779,0.484303917,549.74,-0.550285833,286.461,204.938875,0.742451272,0.933724042,0.360825559,0.286186763,1.397787511,0.042735782,0.355051729,0.117663719,0.493741503,0.58822676,0.512097874,0.596605456,0.22976803,0.827584625,-0.004486511,-0.137160841,-1.032734168,0.109816416,8,0.839372733,0.238310368,0.200031225,0.858352649,0.2776369,0.827584625,1.01424399
B2,B2A12,7,7,9.195238759,0.102059667,540.84,-0.550285833,280.8679667,223.2303125,0.74556023,0.914090188,0.482014524,-0.64016589,1.258198152,0.071840266,0.186357886,0.146926393,0.39067401,0.486056407,0.510974812,0.468849983,0.287541361,0.833260156,0.237141752,-0.147294614,-0.960318951,0.079399113,8,0.8037627,0.37608438,0.302282597,1.089847138,0.345079935,0.833260156,0.964599945
B2,B2A12,7,8,9.413262924,0.1212659,533.94,-0.550285833,302.766,260.060215,0.755971154,0.899328778,0.24377415,-3.665559158,1.164214988,0.033306354,0.130908634,0.193598373,0.295279301,0.519092033,0.497124942,0.434521793,0.389436049,0.679550038,0.195113677,-0.051040008,-0.950718455,0.27913832,8,0.568838051,0.655644919,0.372955778,1.144073669,0.573079283,0.679550038,0.83708045
B2,B2A12,7,9,9.874044512,-0.23300125,489.06,-1.2581535,300.9206,248.186715,0.779244303,0.90644281,0.419892396,-4.561238696,1.212476663,0.095734554,0.116742109,0.197845599,0.359350724,0.58231366,0.461885548,0.472044131,0.428343342,0.761265102,0.043421981,-0.06494239,-0.807059411,0.12366035,8,0.617108525,0.550564077,0.339757785,0.978479591,0.56267303,0.761265102,0.81063551
B2,B2A12,7,10,9.902422496,-0.753896933,465.3,-1.549352083,313.5096,236.22934,0.782809403,0.879642919,0.597661119,-10.44764688,1.32714082,0.023805329,0.303335491,0.193142417,0.425222672,0.772705678,0.453235581,0.507345408,0.426141338,0.838132492,-0.135254823,0.028601985,-0.815677641,0.074190395,8,0.550303542,0.454214767,0.249955995,0.893347162,0.508441495,0.838132492,0.656582995
B2,B2A12,7,11,10.07977113,-0.66072695,479.18,-1.549352083,321.9536,191.685215,0.794340935,0.866197886,0.147878504,-6.954702634,1.679595372,-0.284177802,0.963773174,0.212173991,0.382047492,0.703865486,0.517269186,0.486174123,0.410180999,0.785824407,0.155294815,-0.091336118,-0.508345345,-0.21919635,8,0.542784807,0.555360252,0.301441107,1.063958697,0.521975387,0.785824407,0.690720219
B2,B2A12,7,12,10.40158828,-0.659007883,433.66,-1.549352083,323.2503,170.609715,0.797353302,0.856481645,0.171575538,-4.427607138,1.894676982,-0.578708881,1.473385864,0.204593217,0.49138363,0.732713927,0.534764424,0.577003903,0.382585692,0.851612316,0.015639601,-0.088844443,-0.531147225,-0.267028416,8,0.670635035,0.416361484,0.279226598,0.926795159,0.449248661,0.851612316,0.787488652
B2,B2A12,7,13,10.44274379,-0.63677245,405.7,-1.549352083,276.1916,123.600375,0.793658536,0.851713403,0.264674521,-5.296453858,2.234553091,-0.653087669,1.88764076,0.343108931,0.267060675,0.668335853,0.642138507,0.411227222,0.534322311,0.649423629,0.337554778,0.223962728,-0.127355374,-0.19570421,8,0.399590526,1.284760216,0.513378011,1.561517506,0.822763889,0.649423629,0.615300258
B2,B2A12,7,14,10.50580274,-0.40832675,433.38,-1.549352083,281.721,112.884575,0.770713121,0.79406413,0.228910039,-6.0540082,2.495655407,-1.540980611,3.036636018,0.338572035,0.253529001,0.768146455,0.805258372,0.446366006,0.420451431,0.567984563,0.457957664,0.346073919,-0.286333015,-0.165694685,8,0.330052947,1.335437106,0.440764952,1.804031583,0.740251511,0.567984563,0.581094924
B2,B2A12,7,15,10.3969538,-0.071427333,478.2,-0.440715583,291.0519,115.600825,0.716305663,0.739654544,0.256404883,-6.931139285,2.517732032,-2.007864978,3.52559701,0.35957293,0.279762898,0.849185267,1.011807916,0.48944012,0.355376672,0.571597804,0.586596264,0.480679945,-0.797282988,0.183825023,8,0.329448601,1.285277399,0.423432841,2.067276209,0.621725047,0.571597804,0.576364357
B2,B2A14,5,1,9.781826021,0.518395017,524.6,-0.623814083,432.8252688,214.4443813,0.69091098,0.942389025,0.547732335,-2.503910452,2.01835677,0.017725319,1.000631451,0.331562236,0.439883603,0.586581541,0.78319244,0.539876462,0.423347084,0.814785666,0.262366031,0.18832222,-1.052748158,0.322712488,8,0.749910407,0.753749933,0.565244919,1.45068825,0.519580918,0.814785666,0.920377516
B2,B2A14,5,2,9.743528589,0.481813883,543.3,-0.623814083,412.6969355,159.1983188,0.694263244,0.928674158,0.873463598,-4.892964711,2.592344811,-0.166063843,1.758408653,0.40540333,0.586957127,0.743790922,0.816812536,0.620850812,0.496323589,0.945407682,0.27141661,0.044217551,-0.760162903,0.035770751,8,0.789142633,0.690686442,0.545050118,1.31563416,0.524983664,0.945407682,0.834711467
B2,B2A14,5,3,9.733660157,0.201212317,553.4,-0.623814083,342.8221667,112.6619438,0.753805977,0.885842663,0.542498458,-1.152490619,3.042927854,-1.087231661,3.130159514,0.418721419,0.412730573,0.527993819,0.855191973,0.487075277,0.489622719,0.847365063,0.806942574,-0.051172957,-0.551652256,-0.114474194,8,0.781695841,1.014515151,0.793042274,1.755769617,0.577817922,0.847365063,0.922501854
B2,B2A14,5,4,9.519113581,0.1530159,594.28,-0.623814083,326.5086667,118.1800688,0.760480903,0.847422995,0.371471004,-2.701389731,2.762806538,-1.838759426,3.601565965,0.443707336,0.440854856,0.610856898,0.658299604,0.519423892,0.674020361,0.848738117,0.237179116,0.030185773,0.027491844,-0.396827006,8,0.721699071,1.006470339,0.726368709,1.267364889,0.794144091,0.848738117,0.850320089
B2,B2A14,5,5,9.507727826,0.469598267,593.18,-0.623814083,297.5486667,114.8169375,0.735668961,0.849064637,0.311954123,-5.312397994,2.591504992,-1.022716423,2.614221415,0.555647076,0.44117149,0.739859579,0.710499824,0.554785909,0.782050968,0.795210338,0.2034304,0.077243483,0.36829801,-0.40112074,8,0.596290841,1.259480923,0.751016938,1.280673883,0.983451712,0.795210338,0.749852979
B2,B2A14,5,6,9.336048779,0.484303917,549.74,-0.550285833,231.672,126.9643125,0.512397564,0.781851561,0.112051766,-1.344739472,1.824701725,-0.055469788,0.880171513,0.213058542,0.526365209,0.66274313,0.494206985,0.620377226,0.431111961,0.848459916,-0.053099756,-0.150276893,-0.725313643,-0.016509396,8,0.794222052,0.404773224,0.32147982,0.796623352,0.50811117,0.848459916,0.936074925
B2,B2A14,5,7,9.195238759,0.102059667,540.84,-0.550285833,227.0373333,143.596625,0.528434162,0.77810659,0.002294332,-2.016700301,1.581077085,-0.059943253,0.641020338,0.225282294,0.358188792,0.514448686,0.517901277,0.458271869,0.434990807,0.781607634,0.286708474,-0.156590499,-0.594176604,-0.096093896,8,0.69625757,0.628948475,0.437910137,1.130117975,0.556533467,0.781607634,0.890801906
B2,B2A14,5,8,9.413262924,0.1212659,533.94,-0.550285833,222.318,170.9994013,0.516761892,0.755582556,-0.183209082,-8.969644679,1.300109815,-0.199616726,0.499726541,0.225410272,0.246244971,0.593587641,0.606669978,0.383770656,0.371553366,0.641646167,0.742689938,-0.161876063,-0.570452803,-0.09423358,8,0.414841809,0.91539036,0.379742193,1.580813875,0.579062706,0.641646167,0.64652737
B2,B2A14,5,9,9.874044512,-0.23300125,489.06,-1.2581535,214.194,153.6341513,0.505255448,0.758352079,-0.09203218,-5.647172822,1.394182207,-0.0321938,0.426376007,0.185485932,0.377114238,0.648942289,0.698635002,0.501913187,0.265497623,0.751353517,0.479717228,-0.087773322,-0.910933586,0.035796258,8,0.581121379,0.491856084,0.285828086,1.391943906,0.353359127,0.751353517,0.773432701
