block,plot,n,Order,T_mean,SPEI_mean,P_mean,Driest,miu_mix,miu_mono,evenness_mix,evenness_mono,CorS_mono,cov.mono,NBE.F,SE,CE,CV.mix,CV.mono,CV.avg,CVS.mix,CVS.mono,phi.mix,phi.mono,AE.SpVar,SE.SpVar,AE.Syn,SE.Syn,Richness,NIIE,NIDE,NBE,NIDE.SpVar,NIDE.Syn,NIIE.Syn,NIIE.SpVar
B3,B3A07,6,9,9.874044512,-0.23300125,489.06,-1.2581535,267.71,72.35006375,0.247712718,0.582545734,-0.066413236,-4.17625887,3.700204065,0.39784827,2.302355795,0.482665334,0.420017111,0.940728711,0.648656435,0.652113978,0.744100125,0.644085429,0.116112051,-0.121414104,-0.025441124,0.360116986,8,0.446480592,1.149156359,0.513076011,0.994697947,1.155281724,0.644085429,0.693200888
B3,B3A07,6,10,9.902422496,-0.753896933,465.3,-1.549352083,263.211,72.50456375,0.264962676,0.58870835,-0.100949382,-4.798187679,3.630268033,1.055389432,1.5748786,0.510172997,0.416291439,0.983008315,0.678957029,0.652119649,0.751406901,0.638366656,0.19855376,-0.157399686,-0.014689802,0.400200777,8,0.423487201,1.225518828,0.518991537,1.041154074,1.177077302,0.638366656,0.663391793
B3,B3A07,6,11,10.07977113,-0.66072695,479.18,-1.549352083,272.219,59.31006375,0.160633666,0.626711292,-0.10593386,-4.057882081,4.589760705,2.967166915,0.62259379,0.487448282,0.377262054,1.084399479,0.547696065,0.742308962,0.88999778,0.508227805,-0.045261794,-0.216910573,-0.09509988,2.161727225,8,0.347899516,1.292068142,0.449509882,0.737827633,1.751178844,0.508227805,0.684534598
B3,B3A07,6,12,10.40158828,-0.659007883,433.66,-1.549352083,284.897,52.92806375,0.335948744,0.496555007,-0.031484353,-3.801200847,5.382720996,-12.1107135,16.4934345,0.452115988,0.458974841,1.001131305,0.802251119,0.642040061,0.563559187,0.714869474,0.175274476,0.074259887,-0.86901205,0.490489769,8,0.458456187,0.985056147,0.451605086,1.249534363,0.788338581,0.714869474,0.641314539
B3,B3A07,6,13,10.44274379,-0.63677245,405.7,-1.549352083,277.92,41.064,0.330086267,0.62533891,-0.089473308,-5.175318091,6.767971946,1.381244027,4.386727919,0.414015741,0.147154296,1.094323537,0.775254644,0.464170837,0.534038389,0.317026155,0.629678773,0.040513712,0.267625285,1.56999819,8,0.134470557,2.813480501,0.37833029,1.670192485,1.684524703,0.317026155,0.424162345
B3,B3A07,6,14,10.50580274,-0.40832675,433.38,-1.549352083,273.9,43.1105,0.359214786,0.704452683,0.047195733,-4.53475893,6.353440577,2.673302263,2.680138314,0.42603096,0.228331476,1.034409435,0.80334333,0.508463444,0.530322397,0.449061735,0.658683223,-0.078740085,-1.770266706,2.164925081,8,0.220736073,1.865844199,0.411859121,1.579943138,1.180956551,0.449061735,0.491549503
B3,B3A07,6,15,10.3969538,-0.071427333,478.2,-0.440715583,298.474,45.72275,0.342254458,0.763533646,0.075949528,-2.855927509,6.527910067,3.228805386,2.299104681,0.302113628,0.234341954,0.797917532,0.672991755,0.485608287,0.448911336,0.482574042,0.64737773,-0.261504026,-2.426168387,2.29152124,8,0.293691947,1.289199918,0.378627634,1.385873704,0.930243438,0.482574042,0.608594582
B3,B3A09,11,1,9.781826021,0.518395017,524.6,-0.623814083,460.8333911,260.0748688,0.55766374,0.969600626,0.73644094,-0.130747284,1.771925882,0.37289511,0.399030772,0.374969801,0.363293414,0.415190834,0.576609452,0.41016354,0.65030117,0.885728201,0.359236313,0.046567461,-0.555240335,0.094289187,16,0.875003456,1.032140376,0.903126396,1.405803774,0.734199463,0.885728201,0.987891606
B3,B3A09,11,2,9.743528589,0.481813883,543.3,-0.623814083,477.3109245,212.7377906,0.621702403,0.966863079,0.78457213,-0.666917457,2.24365837,0.451536559,0.79212181,0.372610308,0.433023698,0.509972189,0.616038875,0.478622918,0.604848692,0.904728298,0.426360793,-0.139253862,-0.51531014,-0.03774171,16,0.849112378,0.860484795,0.730648291,1.287106931,0.668541808,0.904728298,0.93852749
B3,B3A09,11,3,9.733660157,0.201212317,553.4,-0.623814083,472.8842833,164.4434469,0.657688745,0.948995533,0.340347328,-1.625844447,2.875665113,0.717567985,1.158097129,0.367884893,0.248920805,0.518378449,0.599824005,0.41950893,0.613321392,0.593362352,0.676898216,-0.247074052,0.693918076,-0.625512246,16,0.48019127,1.477919424,0.709684005,1.429824164,1.033637185,0.593362352,0.809271548
B3,B3A09,11,4,9.519113581,0.1530159,594.28,-0.623814083,500.2617833,151.3201344,0.650424457,0.938033508,0.349590825,-2.096635464,3.305982944,0.833464432,1.472518512,0.249060301,0.327430322,0.648875931,0.50732363,0.510319652,0.490929825,0.641618092,0.257814443,-0.263685317,0.280844051,-0.695399685,16,0.504611601,0.760651303,0.383833471,0.994129125,0.765143363,0.641618092,0.786467225
B3,B3A09,11,5,9.507727826,0.469598267,593.18,-0.623814083,492.8905333,132.1150156,0.611593278,0.914418541,0.285583238,-1.919625626,3.730768459,1.106973611,1.623794849,0.269889444,0.333462861,0.732862196,0.395683882,0.587562616,0.682083491,0.567535871,-0.032105907,-0.294461388,1.233094115,-0.78869091,16,0.455014412,0.80935383,0.368267657,0.673432706,1.201833268,0.567535871,0.801736833
B3,B3A09,11,6,9.336048779,0.484303917,549.74,-0.550285833,446.9208666,114.5502031,0.579284645,0.861478266,-0.070484654,-2.142596197,3.901528364,1.492434006,1.409094359,0.257315813,0.094208754,0.668002544,0.403947326,0.480958249,0.637003381,0.195877197,0.12326083,-0.283380597,8.693533792,0.882326666,16,0.141030532,2.731336547,0.385201845,0.839880233,3.252054806,0.195877197,0.719994637
B3,B3A09,11,7,9.195238759,0.102059667,540.84,-0.550285833,404.3047333,107.56555,0.53715723,0.858063675,-0.090741102,-1.436385465,3.758682341,1.765741711,0.99294063,0.259114031,0.142203712,0.648056621,0.497827781,0.514520795,0.520489296,0.276380884,0.130440888,-0.162884695,-1.232150712,3.778713084,16,0.219430999,1.822132682,0.399832395,0.967556192,1.883231895,0.276380884,0.793944198
B3,B3A09,11,8,9.413262924,0.1212659,533.94,-0.550285833,368.0498,102.8627068,0.537929899,0.876669612,-0.082789992,-1.430046412,3.578068392,1.47259586,1.105472532,0.083392689,0.118361396,0.665242039,0.51775145,0.52621727,0.161067031,0.224928756,0.058011851,-0.074099921,-6.196108182,5.708879053,16,0.177922303,0.704559864,0.125356914,0.98391193,0.716080213,0.224928756,0.79101626
B3,B3A09,11,9,9.874044512,-0.23300125,489.06,-1.2581535,381.7768,97.51601931,0.520866339,0.860325412,-0.04936918,-1.542330838,3.915016247,1.161607156,1.753409091,0.078997146,0.181076144,0.637664219,0.462224088,0.479502427,0.170906598,0.377633426,0.004637763,-0.040671654,-2.26214803,1.466970124,16,0.283967861,0.436264792,0.12388518,0.963966109,0.452572749,0.377633426,0.751966964
B3,B3A09,11,10,9.902422496,-0.753896933,465.3,-1.549352083,374.2388,92.18701931,0.47105564,0.871546334,-0.042596017,-2.025356075,4.059560693,1.556574876,1.502985817,0.106837122,0.206371145,0.728586519,0.387281039,0.508885731,0.275864582,0.405535334,-0.05968178,-0.179280888,-2.301444342,1.764181621,16,0.283248646,0.517694088,0.14663615,0.761037331,0.680247955,0.405535334,0.698456145
B3,B3A09,11,11,10.07977113,-0.66072695,479.18,-1.549352083,389.9348,92.21033181,0.437551613,0.88160671,0.02135157,-1.690387086,4.228753897,1.487463445,1.741290452,0.153900662,0.206797274,0.675374105,0.352272244,0.492055484,0.436879897,0.420272266,0.139626174,-0.423706415,-0.791116899,0.871711163,16,0.306196628,0.744210303,0.227874685,0.715919759,1.039516361,0.420272266,0.728567294
B3,B3A09,11,12,10.40158828,-0.659007883,433.66,-1.549352083,376.7244,88.52193806,0.407987209,0.864420384,0.032221897,-1.59591721,4.255717941,1.630285939,1.625432002,0.207604023,0.247733662,0.675450716,0.358788405,0.495165778,0.578625227,0.50030449,0.17368138,-0.449098986,0.181580867,0.156018109,16,0.366767932,0.838012972,0.307356285,0.724582395,1.156546141,0.50030449,0.733089427
B3,B3A09,11,13,10.44274379,-0.63677245,405.7,-1.549352083,371.585,84.0603125,0.325340835,0.861033483,0.12390577,-1.941998633,4.420457038,2.035681345,1.384775693,0.206180921,0.250684958,0.655607061,0.40067363,0.424582625,0.514585702,0.590426795,0.355019142,-0.411330902,-0.209723694,-0.030679179,16,0.382370742,0.822470253,0.314488561,0.943688239,0.871548695,0.590426795,0.647617529
B3,B3A09,11,14,10.50580274,-0.40832675,433.38,-1.549352083,340.886,81.5030625,0.234434842,0.87483088,0.140977487,-1.595533381,4.182493143,2.013883752,1.16860939,0.258503511,0.284410442,0.702609228,0.349998975,0.506845617,0.738583623,0.561138209,0.191792982,-0.501249425,0.374203997,0.358241833,16,0.404791782,0.908910057,0.367919322,0.690543556,1.31622408,0.561138209,0.72137626
B3,B3A09,11,15,10.3969538,-0.071427333,478.2,-0.440715583,343.197,80.714625,0.218532498,0.862495032,0.133242054,-2.052543765,4.251980357,2.081551383,1.170428974,0.255454306,0.289974595,0.765467523,0.340852578,0.511171134,0.74945687,0.56727498,0.354118008,-0.687310838,0.633963078,0.11148137,16,0.378820246,0.880954091,0.333723245,0.66680717,1.321152697,0.56727498,0.667789448
B3,B3A11,4,1,9.781826021,0.518395017,524.6,-0.623814083,370.6355,295.8703,0.897423333,0.871907411,0.803534439,-4.391358222,1.25269586,-0.143774091,0.396469952,0.505080664,0.610652951,0.687352134,1.186076818,0.642825615,0.425841443,0.949951179,0.884525978,-0.039427104,-0.733748903,-0.065298659,4,0.888413551,0.827115735,0.734820827,1.845098874,0.448277188,0.949951179,0.935220221
B3,B3A11,4,2,9.743528589,0.481813883,543.3,-0.623814083,330.9361667,205.18905,0.709842925,0.837753219,0.698254331,-5.624838535,1.612835415,0.225172559,0.387662856,0.432202946,0.671049761,0.810590731,0.917951188,0.728351861,0.470834345,0.921326349,0.270045368,-0.009732549,-0.749361726,0.010523306,4,0.827852744,0.644069891,0.533195026,1.26031282,0.511039704,0.921326349,0.898544522
B3,B3A11,4,3,9.733660157,0.201212317,553.4,-0.623814083,350.2295,152.887925,0.509325631,0.745678264,0.192177264,-5.096573101,2.290759718,0.517023364,0.773736355,0.407478384,0.319265522,0.615343741,0.676072181,0.515337679,0.602714319,0.619526836,0.447089048,-0.13518773,-0.462505972,0.408967077,4,0.518840935,1.276299367,0.662196357,1.311901318,0.972862326,0.619526836,0.837479355
B3,B3A11,4,4,9.519113581,0.1530159,594.28,-0.623814083,381.9685,170.9138,0.371133254,0.753241071,0.094516498,-8.560964518,2.234860497,0.927962155,0.306898342,0.253248012,0.292513405,0.664363456,0.331603391,0.514095347,0.763707546,0.56898668,-0.116015757,-0.23896111,0.469145016,0.332420105,4,0.440291232,0.865765494,0.381188956,0.645023133,1.342223946,0.56898668,0.773816414
B3,B3A11,4,5,9.507727826,0.469598267,593.18,-0.623814083,396.797,155.610375,0.334346539,0.739597645,-0.047439274,-1.364996543,2.549939231,1.011492737,0.538446494,0.209521731,0.340478796,0.552300911,0.259151798,0.525985252,0.808490363,0.647316242,-0.366492704,-0.140809456,0.389694237,0.170277346,4,0.616473356,0.6153738,0.379361552,0.49269784,1.248988224,0.647316242,0.952352678
B3,B3A11,4,6,9.336048779,0.484303917,549.74,-0.550285833,360.569,156.920375,0.194777366,0.762677854,-0.132804976,-4.859781277,2.297783191,0.982243258,0.315539934,0.099435759,0.345288115,0.661452209,0.119934698,0.568543026,0.829082497,0.607320992,-0.558092146,-0.230956892,1.176851647,-0.313225018,4,0.522015212,0.287979096,0.150329469,0.210950962,1.365147109,0.607320992,0.859537572
B3,B3A11,4,7,9.195238759,0.102059667,540.84,-0.550285833,324.0922333,164.45595,0.143335096,0.764370579,-0.065383227,-1.740061761,1.970693267,0.889182917,0.081510349,0.206499451,0.261502392,0.519107901,0.226643701,0.487365752,0.911119303,0.536562923,-0.340032825,-0.194928956,1.026096436,0.857332,4,0.503753443,0.789665629,0.39779678,0.465038219,1.698066087,0.536562923,0.938852502
B3,B3A11,4,8,9.413262924,0.1212659,533.94,-0.550285833,313.1079,160.0190848,0.073264536,0.823117205,0.028164996,-0.631207449,1.956690982,0.822309726,0.134381255,0.185046955,0.267352437,0.379650635,0.189596666,0.367816907,0.976003211,0.726862828,-0.216550441,-0.267984765,0.093485373,0.709522298,4,0.704206479,0.692146132,0.48741379,0.515464794,1.342761212,0.726862828,0.968829953
B3,B3A11,4,9,9.874044512,-0.23300125,489.06,-1.2581535,324.8587,136.9398348,0.069326947,0.838067469,0.161822416,-0.829131011,2.3722732,1.085444313,0.286828887,0.191228334,0.295291909,0.378364888,0.197790053,0.360200757,0.966824826,0.819798135,-0.138181111,-0.312708291,0.030583911,0.360270702,4,0.780442157,0.647590834,0.505407187,0.549110598,1.179344993,0.819798135,0.951993086
B3,B3A11,4,10,9.902422496,-0.753896933,465.3,-1.549352083,304.5197,131.7320848,0.092942389,0.849936127,0.057119516,-2.174058224,2.311659309,0.965988468,0.345670841,0.210673831,0.342096753,0.49022666,0.256948625,0.440715755,0.819906436,0.776229914,-0.115142576,-0.301831693,0.002358468,0.113342578,4,0.697833841,0.615831135,0.429747806,0.583025731,1.056267506,0.776229914,0.899004055
B3,B3A11,4,11,10.07977113,-0.66072695,479.18,-1.549352083,299.3073,113.5525848,0.080489903,0.841064868,-0.21634493,-5.360868685,2.63584753,1.222356814,0.413490716,0.20201346,0.221710273,0.53029554,0.250558001,0.388664189,0.806254279,0.570441731,0.175629783,-0.530965293,0.127508514,0.870151088,4,0.418088133,0.911159677,0.380945049,0.64466449,1.413385864,0.570441731,0.732919965
B3,B3A11,4,12,10.40158828,-0.659007883,433.66,-1.549352083,297.3374,113.5845098,0.082245319,0.822633036,-0.203994447,-7.921881025,2.617763643,1.200083247,0.417680396,0.214954197,0.221764825,0.610194782,0.263124388,0.400961646,0.816929968,0.553082387,0.172553874,-0.516320567,0.210996026,0.97067869,4,0.363432844,0.969288966,0.352271445,0.656233308,1.477049327,0.553082387,0.657104352
B3,B3A11,4,13,10.44274379,-0.63677245,405.7,-1.549352083,297.9144,106.97775,0.069216139,0.746229314,-0.265167194,-6.532240821,2.784825817,1.430604882,0.354220935,0.215890122,0.133419026,0.499473089,0.262671219,0.316288058,0.821902464,0.42182758,0.110702317,-0.280221329,0.485304728,2.31108354,4,0.267119548,1.618135947,0.432235743,0.830480988,1.948432259,0.42182758,0.633243441
B3,B3A11,4,14,10.50580274,-0.40832675,433.38,-1.549352083,262.8836,106.9194,0.067785026,0.744038719,-0.253950803,-9.543176878,2.458708148,1.221938004,0.236770145,0.251105396,0.134108497,0.638666204,0.29472615,0.370898795,0.851995644,0.361577062,0.171546608,-0.376919735,0.839459096,3.712841943,4,0.209982141,1.872404821,0.393171573,0.794626873,2.356332116,0.361577062,0.580739662
B3,B3A11,4,15,10.3969538,-0.071427333,478.2,-0.440715583,266.2456,128.72965,0.00813165,0.778414025,0.115744069,-15.35191255,2.068253895,1.09375537,-0.025501475,0.248563941,0.321407469,0.780574937,0.252745311,0.422803921,0.983456193,0.760180909,0.367584899,-0.769801154,-0.003422428,0.67711667,4,0.411757352,0.773360813,0.318437,0.597783744,1.293713354,0.760180909,0.541657054
B3,B3A13,4,1,9.781826021,0.518395017,524.6,-0.623814083,534.7628667,354.99185,0.597804109,0.906212771,0.8515559,-0.192626446,1.506408856,0.224563753,0.281845103,0.291311415,0.448143448,0.467220715,0.623526826,0.465592849,0.467199489,0.96252219,0.513776612,-0.174566123,-0.753959716,-0.010435982,4,0.959168619,0.650040552,0.623498499,1.339210489,0.485390876,0.96252219,0.996515851
B3,B3A13,4,2,9.743528589,0.481813883,543.3,-0.623814083,460.8972,282.7602875,0.577094634,0.899874365,0.854887619,-2.43285043,1.629992684,0.449849392,0.180143292,0.411920034,0.515675555,0.56008482,0.679579082,0.534273022,0.606139954,0.96519108,0.422015664,-0.15004599,-0.652655983,0.047039925,4,0.920709752,0.798796898,0.735460093,1.271969675,0.627999954,0.96519108,0.953914485
B3,B3A13,4,3,9.733660157,0.201212317,553.4,-0.623814083,418.4802,217.4654125,0.591175669,0.860946716,0.246542324,-9.381736622,1.924352913,0.613432307,0.310920606,0.288387817,0.257548434,0.557193104,0.840854464,0.427769259,0.342969955,0.602073264,1.155598969,-0.189926012,-0.669045757,-0.006455164,4,0.462224733,1.119742074,0.517572481,1.965672957,0.569648206,0.602073264,0.767721739
B3,B3A13,4,4,9.519113581,0.1530159,594.28,-0.623814083,399.3420333,210.7482875,0.537281141,0.836533558,0.241593373,-12.68314975,1.894876765,0.655391018,0.239485748,0.321260072,0.296923841,0.661795018,0.737065178,0.481250494,0.435863858,0.61698397,0.735056442,-0.203494009,-0.514007409,0.013068781,4,0.448664364,1.081961191,0.485437429,1.531562433,0.706442759,0.61698397,0.72718966
B3,B3A13,4,5,9.507727826,0.469598267,593.18,-0.623814083,392.0841,171.2773125,0.410690647,0.790286373,0.079057225,-5.704762057,2.289177091,0.882551743,0.406625348,0.336798341,0.298795299,0.626605975,0.50785132,0.526684474,0.663182959,0.567313664,0.110593142,-0.146351085,0.099085947,0.267447381,4,0.476847191,1.127187552,0.537496217,0.964242057,1.168988164,0.567313664,0.840535352
B3,B3A13,4,6,9.336048779,0.484303917,549.74,-0.550285833,374.4813333,151.1333125,0.260467351,0.728412991,-0.196050998,-4.120605367,2.47782125,1.138522633,0.339298617,0.303642297,0.221292628,0.575860603,0.451896355,0.494066484,0.671929068,0.447900506,0.033778452,-0.119131599,-0.287286725,1.537811264,4,0.38428159,1.372130193,0.527284373,0.914646853,1.500174836,0.447900506,0.857961947
B3,B3A13,4,7,9.195238759,0.102059667,540.84,-0.550285833,398.5594,145.0317,0.12873792,0.71279692,-0.314982803,-2.132660798,2.748084729,1.469586546,0.278498183,0.228568497,0.234694804,0.452248419,0.254547727,0.408134047,0.897939651,0.575043435,-0.315500165,-0.060813258,0.09730049,1.341032417,4,0.518951077,0.973896707,0.505404745,0.623686577,1.561516221,0.575043435,0.902455442
B3,B3A13,4,8,9.413262924,0.1212659,533.94,-0.550285833,365.1813,134.7176048,0.074853332,0.793242457,-0.258049138,-1.187034563,2.71071699,1.413833003,0.296883987,0.133701299,0.134250905,0.383914505,0.182281283,0.357480664,0.733488907,0.37554732,-0.235614211,-0.254480496,-0.626635312,3.441312281,4,0.349689589,0.995906127,0.348258004,0.509905294,1.953119804,0.37554732,0.931146544
B3,B3A13,4,9,9.874044512,-0.23300125,489.06,-1.2581535,371.6013,125.9181048,0.039158468,0.817988417,-0.232349193,-1.47893826,2.951134793,1.521453154,0.429681639,0.116944816,0.150174861,0.398050875,0.131126736,0.362815158,0.891845704,0.413915621,-0.315526195,-0.323059093,-0.265691808,3.90823354,4,0.377275546,0.778724314,0.293793641,0.361414712,2.154655827,0.413915621,0.911479362
B3,B3A13,4,10,9.902422496,-0.753896933,465.3,-1.549352083,367.6803,129.2746048,0.073324418,0.843904027,-0.266773101,-2.674435523,2.844180423,1.343381913,0.500798509,0.134230359,0.120429087,0.542217527,0.177682628,0.480153469,0.755450096,0.25081374,-0.270390306,-0.359555868,-1.163621541,9.23574421,4,0.222104748,1.114600814,0.247558133,0.370053826,3.011996459,0.25081374,0.885536607
B3,B3A13,4,11,10.07977113,-0.66072695,479.18,-1.549352083,344.6203,133.3028548,0.098403093,0.873941514,-0.210817897,-2.942018628,2.585243209,0.982016791,0.603226418,0.083393951,0.156995495,0.505503168,0.143166602,0.439292614,0.582495844,0.357382506,-0.091424279,-0.582673128,-1.09209246,2.748649118,4,0.310572723,0.531186901,0.164972162,0.325902593,1.629894677,0.357382506,0.869020496
B3,B3A13,4,12,10.40158828,-0.659007883,433.66,-1.549352083,331.9299,126.9187798,0.104634276,0.847959263,-0.15897838,-6.20633085,2.615293817,1.042779915,0.572513902,0.086937578,0.207151318,0.639251871,0.138487108,0.492551812,0.627766579,0.420567569,-0.116709317,-0.602128164,-0.215335849,1.443385276,4,0.324052737,0.41968151,0.135998942,0.281162519,1.492665209,0.420567569,0.770512898
B3,B3A13,4,13,10.44274379,-0.63677245,405.7,-1.549352083,333.13,123.5295,0.105454434,0.762327866,0.057375196,-6.685553572,2.69676474,1.154828483,0.541936258,0.092624187,0.195654254,0.525678014,0.142880434,0.363314686,0.648263613,0.538525585,-0.24109975,-0.365631165,-0.023492134,0.472566282,4,0.372194098,0.473407476,0.176199468,0.393269085,1.203774957,0.538525585,0.691135403
B3,B3A13,4,14,10.50580274,-0.40832675,433.38,-1.549352083,298.487,124.03075,0.105627949,0.714580396,0.15372361,-14.18299049,2.406556439,0.97872577,0.427830669,0.241171936,0.191576623,0.690702815,0.276736189,0.34765102,0.871486799,0.551060149,0.123167607,-0.327150413,0.446694338,1.054362807,4,0.277364763,1.258879775,0.349168891,0.796017194,1.581473093,0.551060149,0.50332938
B3,B3A13,4,15,10.3969538,-0.071427333,478.2,-0.440715583,292.114,127.489,0.052498519,0.648036968,0.188398711,-25.71494948,2.291287876,0.9920562,0.299231675,0.24915671,0.193581956,0.884936351,0.266255139,0.27982651,0.935781789,0.691792769,0.555087866,-0.6035871,0.161717645,0.668055049,4,0.218752407,1.287086437,0.281553255,0.951500767,1.352690909,0.691792769,0.316210889
B3,B3A16,14,1,9.781826021,0.518395017,524.6,-0.623814083,359.9794126,171.9554438,0.643741011,0.927744552,0.378444431,-0.613458406,2.093445864,-0.230201306,1.32364717,0.317331112,0.474905593,0.645092188,0.88396143,0.598714132,0.358987509,0.793209259,0.383411767,0.093021448,-1.014162584,0.21898766,16,0.73618252,0.668198304,0.491915912,1.476433215,0.452576045,0.793209259,0.928106312
B3,B3A16,14,2,9.743528589,0.481813883,543.3,-0.623814083,341.3960793,134.7537719,0.672716766,0.92727677,0.44244081,-0.572100947,2.533480692,-0.404436229,1.937916922,0.222791771,0.56879712,0.771887381,0.747203607,0.716695514,0.298167419,0.793638455,0.032749923,0.009817796,-1.157214484,0.298362562,16,0.736891331,0.391689345,0.288632483,1.042567719,0.37569679,0.793638455,0.928497513
B3,B3A16,14,3,9.733660157,0.201212317,553.4,-0.623814083,367.4079333,100.4380844,0.701435186,0.90340493,0.12508591,-0.263470301,3.658053971,-1.459151571,4.117205542,0.238379467,0.220190062,0.557579088,0.665426824,0.523477343,0.358235434,0.420629593,0.242234706,0.028931721,-1.03376904,0.759102037,16,0.39490373,1.08260775,0.427525839,1.271166426,0.851664839,0.420629593,0.938839627
B3,B3A16,14,4,9.519113581,0.1530159,594.28,-0.623814083,410.3801,96.69580313,0.708809815,0.897683554,0.164130756,-0.74349137,4.244032179,-1.817637875,5.061670054,0.177790411,0.254655483,0.624196631,0.698316616,0.524239989,0.254598569,0.48576127,0.184825054,0.14723017,-1.605292522,0.879997256,16,0.407973177,0.698160546,0.284830776,1.332055224,0.524122824,0.48576127,0.839863534
B3,B3A16,14,5,9.507727826,0.469598267,593.18,-0.623814083,415.5935,86.39467188,0.737394945,0.882586595,0.135608767,-1.005021643,4.810406603,-2.801196415,6.611603018,0.154003384,0.258633032,0.718339755,0.725399786,0.567111895,0.212301392,0.456052914,0.142063063,0.137049212,-1.891855291,1.108563425,16,0.360042766,0.595451334,0.214387945,1.279112275,0.465519209,0.456052914,0.789475859
B3,B3A16,14,6,9.336048779,0.484303917,549.74,-0.550285833,490.947,80.58607813,0.766660404,0.86424588,-0.011255865,-1.082813473,6.092206141,-3.953762804,9.045968945,0.305568674,0.153385475,0.716426818,0.953509329,0.541749312,0.32046742,0.283129987,0.715535656,0.044520718,-1.277097592,1.558235939,16,0.214097897,1.992161734,0.426517639,1.760056374,1.131873821,0.283129987,0.756182346
B3,B3A16,14,7,9.195238759,0.102059667,540.84,-0.550285833,530.8713333,83.70175,0.721098487,0.865134268,-0.015044458,-1.706437136,6.342416178,-3.487081496,8.829497674,0.312060468,0.125415939,0.756677101,0.905494606,0.491644616,0.344629848,0.255094707,0.719233906,0.122532639,-1.676821721,2.50198987,16,0.165745652,2.488204209,0.412409029,1.841766545,1.350987842,0.255094707,0.649741634
B3,B3A16,14,8,9.413262924,0.1212659,533.94,-0.550285833,507.2937,89.3830525,0.660788879,0.870497542,0.079146015,-2.019824139,5.675502076,-2.454420801,7.129922877,0.369226786,0.230959907,0.791865809,0.871941553,0.498099674,0.423453596,0.463682108,0.689935429,0.060600855,-1.051292051,0.885301507,16,0.291665462,1.598661825,0.46627444,1.750536285,0.913241182,0.463682108,0.629020307
B3,B3A16,14,9,9.874044512,-0.23300125,489.06,-1.2581535,495.6217,82.6233275,0.647968059,0.866700484,0.134091408,-1.046368355,5.998568625,-2.032513966,7.031082591,0.386648158,0.356855163,0.728482865,0.878358107,0.56384669,0.440194216,0.632893958,0.781441382,-0.223645401,-0.796530881,0.280287326,16,0.489860751,1.083487639,0.530758068,1.557795982,0.69552602,0.632893958,0.774001307
B3,B3A16,14,10,9.902422496,-0.753896933,465.3,-1.549352083,482.8827,74.952515,0.630626624,0.8625336,0.253200048,-0.728424631,6.442514971,-1.811467136,7.253982107,0.428174311,0.500375994,0.781698343,0.899508119,0.655358083,0.47600939,0.763515407,0.588732793,-0.216188314,-0.735310094,0.12399299,16,0.640113924,0.855705143,0.547748777,1.372544479,0.623444381,0.763515407,0.83837722
B3,B3A16,14,11,10.07977113,-0.66072695,479.18,-1.549352083,444.9077,70.156765,0.550955486,0.881158137,0.272388162,-0.679046948,6.341622223,-0.885310548,6.226932771,0.359685713,0.515358231,0.814807286,0.746970153,0.688980356,0.481526218,0.748001342,0.382959487,-0.298791925,-1.068641721,0.483056392,16,0.632490946,0.697933381,0.441436544,1.084167562,0.643750473,0.748001342,0.845574614
B3,B3A16,14,12,10.40158828,-0.659007883,433.66,-1.549352083,377.5017,62.3922025,0.50969514,0.891911021,0.221268693,-0.528529604,6.050462796,-0.568706764,5.61916956,0.290734163,0.584721265,0.906091272,0.690816712,0.795967177,0.420855718,0.734604745,0.060577178,-0.192681199,-1.133271137,0.461486575,16,0.645322699,0.497218385,0.32086631,0.867895979,0.572900898,0.734604745,0.87846247
B3,B3A16,14,13,10.44274379,-0.63677245,405.7,-1.549352083,492.685,46.5929,0.438926637,0.900007033,0.093711545,-0.409630964,10.57425058,-2.916022333,12.49027292,0.516907681,0.292266761,0.776216532,0.844816826,0.661924386,0.611857702,0.441541009,0.384190431,-0.107886303,-1.351952795,2.272207204,16,0.37652736,1.768616039,0.665932327,1.276304128,1.385732445,0.441541009,0.852757393
B3,B3A16,14,14,10.50580274,-0.40832675,433.38,-1.549352083,480.447,45.658575,0.382494387,0.879825059,0.169153012,-0.412612726,10.52260172,-9.83900727,19.36160899,0.542560508,0.308554115,0.756880112,0.739595333,0.639400198,0.733591038,0.482568063,0.316687453,-0.159985696,-0.296366559,1.607318326,16,0.407665772,1.758396603,0.71683811,1.156701758,1.520181492,0.482568063,0.844783987
B3,B3A16,14,15,10.3969538,-0.071427333,478.2,-0.440715583,500.742,50.6932625,0.337676903,0.894587456,0.061928855,-0.462529233,9.877880714,-7.975932208,16.85381292,0.486060793,0.240156232,0.718730534,0.637222301,0.600117532,0.762780574,0.400181996,0.229496026,-0.167666856,-0.082288142,2.715445073,16,0.334139459,2.02393579,0.67627681,1.06182917,1.906084188,0.400181996,0.834968746
B3,B3A20,4,1,9.781826021,0.518395017,524.6,-0.623814083,724.3867803,162.9931313,0.655624767,0.900443372,0.151171646,-3.071785949,4.444277957,0.630844902,2.813433055,0.349868637,0.504441232,0.685565949,0.765640838,0.629027629,0.456961828,0.801938117,0.155046342,0.06213523,-1.106902869,0.431599763,8,0.735802636,0.693576605,0.510335494,1.217181572,0.569821808,0.801938117,0.917530443
